ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
K34,small_airport,Gardner Municipal Airport,1042,NA,US,US-KS,Redstone Arsnl Huntsville,,,K34,K34,"38.80690002441406, -94.9561996459961"
K34M,small_airport,Campbell Municipal Airport,284,NA,US,US-MO,Terre Haute,,,K34M,34M,"36.485901, -90.015772"
K34R,small_airport,Hallettsville Municipal Airport,278,NA,US,US-TX,Houlton,,,K34R,34R,"29.389999389648438, -96.95610046386719"
K35A,small_airport,"Union County, Troy Shelton Field",610,NA,US,US-SC,Houma,,USC,K35A,35A,"34.687046, -81.64105"
K35D,small_airport,Padgham Field,706,NA,US,US-MI,Hutchinson,,,K35D,35D,"42.53099823, -85.82510376"
K35S,small_airport,Wasco State Airport,1503,NA,US,US-OR,Hopkinsville,,,K35S,35S,"45.58940124511719, -120.67400360107422"
K36K,small_airport,Kearny County Airport,3077,NA,US,US-KS,Hanksville,,,,36K,"37.969501, -101.254997"
K36S,small_airport,Happy Camp Airport,1209,NA,US,US-CA,New Haven,,,K36S,36S,"41.79069900512695, -123.38899993896484"
K37F,small_airport,Munday Municipal Airport,1473,NA,US,US-TX,Havre,,,,37F,"33.468029, -99.586121"
K37K,small_airport,Higgs Airport,690,NA,US,US-OK,Hartsville,,,OK48,OK48,"33.926011, -97.296292"
K37T,small_airport,Calico Rock Izard County Airport,733,NA,US,US-AR,Hayward,,,K37T,37T,"36.164501, -92.144501"
K37V,small_airport,Arapahoe Municipal Airport,2270,NA,US,US-NE,Hollywood,,AHF,,37V,"40.341576, -99.907839"
K38D,small_airport,Salem Airpark Inc Airport,1162,NA,US,US-OH,Harlowton,,,K38D,38D,"40.948101, -80.862099"
K38J,small_airport,Hemingway Stuckey Airport,54,NA,US,US-SC,Shirley,,,K38J,38J,"33.728599548339844, -79.51599884033203"
K38S,small_airport,Deer Lodge City County Airport,4693,NA,US,US-MT,Midland,,,K38S,38S,"46.38819885, -112.7659988"
K38U,small_airport,Wayne Wonderland Airport,7023,NA,US,US-UT,Hilton Head Island,,,K38U,38U,"38.36249923706055, -111.59600067138672"
K39N,small_airport,Princeton Airport,128,NA,US,US-NJ,Hartford,,PCT,39N,39N,"40.3992004395, -74.6588973999"
K3A2,small_airport,New Tazewell Municipal Airport,1179,NA,US,US-TN,Hyannis,,,K3A2,3A2,"36.408919, -83.557076"
K3A4,small_airport,Greensboro Executive Airport,737,NA,US,US-NC,San Marcos,,,,3A4,"35.942001, -79.685527"
K3A7,small_airport,Eutaw Municipal Airport,170,NA,US,US-AL,Hayward,,,K3A7,3A7,"32.820346, -87.865065"
K3AK,small_airport,Dry Bay Airport,43,NA,US,US-AK,Hays,,,,3AK,"59.164434, -138.489398"
K3AU,small_airport,Augusta Municipal Airport,1328,NA,US,US-KS,Conway,,,K3AU,3AU,"37.6716, -97.077904"
K3B0,small_airport,Southbridge Municipal Airport,699,NA,US,US-MA,Saginaw,,,K3B0,3B0,"42.10089874267578, -72.03839874267578"
K3B1,small_airport,Greenville Municipal Airport,1401,NA,US,US-ME,Huntingdon,,,K3B1,3B1,"45.463001, -69.551598"
K3B4,small_airport,Seacoast Airfield,130,NA,US,US-ME,Hazen,,,,3B4,"43.14316, -70.773566"
K3B5,small_airport,Twitchell Airport,356,NA,US,US-ME,Hazleton,,,K3B5,3B5,"44.1889, -70.232903"
K3BS,small_airport,Jack Barstow Airport,635,NA,US,US-MI,New Roads,,,KIKW,IKW,"43.663054, -84.258606"
K3C8,small_airport,Calverton Executive Airpark,75,NA,US,US-NY,Mc Gregor,,CTO,3NY8,3NY8,"40.9151, -72.791901"
K3CK,small_airport,Lake in the Hills Airport,888,NA,US,US-IL,Ashtabula,,,K3CK,3CK,"42.206799, -88.322998"
K3CM,small_airport,James Clements Municipal Airport,585,NA,US,US-MI,Tarawa,,,K3CM,3CM,"43.5469017, -83.89550018"
K3CU,small_airport,Cable Union Airport,1360,NA,US,US-WI,Kiritimati,,,K3CU,3CU,"46.194199, -91.246399"
K3DW,small_airport,Downtown Airport,1374,NA,US,US-MO,Tulia,,,K3DW,3DW,"37.222705, -93.248348"
K3E0,small_airport,Miami Roberts County Airport,2720,NA,US,US-TX,Caldwell,,,K3E0,3E0,"35.71390151977539, -100.60299682617188"
K3F2,small_airport,Cisco Municipal Airport,1612,NA,US,US-TX,Sidney,,,,3F2,"32.415038, -98.996944"
K3F3,small_airport,C E 'Rusty' Williams Airport,324,NA,US,US-LA,Pineville,,,K3F3,3F3,"32.0735015869, -93.7655029297"
K3F4,small_airport,Vivian Airport,260,NA,US,US-LA,Piqua,,,K3F4,3F4,"32.861301, -94.010201"
K3F6,small_airport,Dan E Richards Municipal Airport,1860,NA,US,US-TX,Lincoln Square,,,,3F6,"34.027599, -100.281998"
K3F7,small_airport,Jones Memorial Airport,851,NA,US,US-OK,Winchester,,,K3F7,3F7,"35.80690002441406, -96.4218978881836"
K3F9,small_airport,Mineola Wisener Field,429,NA,US,US-TX,Washington Court House,,,K3F9,3F9,"32.676701, -95.510803"
K3FU,small_airport,Faulkton Municipal Airport,1569,NA,US,US-SD,Greensburg,,,3FU,3FU,"45.030343, -99.112592"
K3G1,small_airport,Erie County Airport,1450,NA,US,US-PA,Baxter,,,K3G1,3G1,"42.044242, -79.85389"
K3G2,small_airport,Grygla Municipal Airport - Mel Wilkens Field,1177,NA,US,US-MN,Richmond,,,3G2,3G2,"48.293379, -95.626145"
K3G3,small_airport,Wadsworth Municipal Airport,974,NA,US,US-OH,Coshocton,,,K3G3,3G3,"41.003101, -81.7565"
K3G4,small_airport,Ashland County Airport,1206,NA,US,US-OH,Jackson,,,3G4,3G4,"40.903, -82.2556"
K3G5,small_airport,Dawson Army Air Field,1265,NA,US,US-WV,Stanton,,,,3G5,"39.443698, -79.675231"
K3G6,small_airport,Tri City Airport,1188,NA,US,US-OH,Liberty,,,K3G6,3G6,"40.905998, -81"
K3GM,small_airport,Grand Haven Memorial Airpark,604,NA,US,US-MI,Tremont City,,,K3GM,3GM,"43.034, -86.198196"
K3GV,small_airport,East Kansas City Airport,835,NA,US,US-MO,Santa Rosa,,,K3GV,3GV,"39.015149, -94.215252"
K3H4,small_airport,Hillsboro Municipal Airport,905,NA,US,US-ND,Mount Sterling,,,K3H4,3H4,"47.359402, -97.060402"
K3HO,small_airport,Hobart Sky Ranch Airport,644,NA,US,US-IN,Wakeman,,,K3HO,3HO,"41.55419921875, -87.26249694824219"
K3I2,small_airport,Mason County Airport,643,NA,US,US-WV,Wilmington,,,K3I2,3I2,"38.9146, -82.098602"
K3I3,small_airport,Sky King Airport,496,NA,US,US-IN,Harrison,,,K3I3,3I3,"39.547223, -87.378623"
K3I4,small_airport,Richwood Municipal Airport,2486,NA,US,US-WV,Lebanon,,,K3I4,3I4,"38.258351, -80.650783"
K3I7,small_airport,Dayton-Phillipsburg Airport,1031,NA,US,US-OH,Batavia,,,,3I7,"39.913305, -84.400398"
K3J0,small_airport,Hampton County Airport,113,NA,US,US-SC,McConnelsville,,,,3J0,"32.8665, -81.081001"
K3J1,small_airport,Ridgeland-Claude Dean Airport,79,NA,US,US-SC,Dayton,,,K3J1,3J1,"32.492699, -80.992302"
K3J7,small_airport,Greene County Regional Airport,677,NA,US,US-GA,Urbana,,,KCPP,CPP,"33.598008, -83.138158"
K3JC,small_airport,Freeman Field,1101,NA,US,US-KS,Osceola,,,K3JC,3JC,"39.044452, -96.844566"
K3K3,small_airport,Syracuse Hamilton County Municipal Airport,3322,NA,US,US-KS,Peru,,,K3K3,3K3,"37.997113, -101.748218"
K3K4,small_airport,Borth Field,2707,NA,US,US-KS,New Lexington,,,K3K4,3K4,"37.307608, -100.476314"
K3K6,small_airport,St Louis Metro-East Airport/Shafer Field,477,NA,US,US-IL,Hardinsburg,,,IL48,IL48,"38.732899, -89.806602"
K3K7,small_airport,Mark Hoard Memorial Airport,3303,NA,US,US-KS,Kenton,,,,3K7,"38.457001, -101.352997"
K3K8,small_airport,Comanche County Airport,2085,NA,US,US-KS,Wichita,,,K3K8,3K8,"37.22809982299805, -99.33090209960938"
K3L2,small_airport,Sky Ranch Airport,2599,NA,US,US-NV,Dulles,,,K3L2,3L2,"35.7952995300293, -115.62699890136719"
K3LF,small_airport,Litchfield Municipal Airport,690,NA,US,US-IL,Niagara Falls,,,,3LF,"39.162498, -89.674599"
K3M2,closed,Double Springs/Winston County Airport,753,NA,US,US-AL,Houston,,,,,"34.14427, -87.327754"
K3M7,small_airport,Lafayette Municipal Airport,969,NA,US,US-TN,Ivanof Bay,,,K3M7,3M7,"36.518398, -86.058296"
K3M8,small_airport,North Pickens Airport,237,NA,US,US-AL,Kimball,,,K3M8,3M8,"33.386799, -88.006599"
K3M9,small_airport,Warren Municipal Airport,235,NA,US,US-AR,Clarinda,,,K3M9,3M9,"33.560398, -92.085403"
K3MY,small_airport,Mount Hawley Auxiliary Airport,786,NA,US,US-IL,Winner,,,K3MY,3MY,"40.7953, -89.613403"
K3N6,small_airport,Old Bridge Airport,87,NA,US,US-NJ,Wichita,,,K3N6,3N6,"40.329899, -74.346802"
K3O1,small_airport,Gustine Airport,75,NA,US,US-CA,Idaho Falls,,,K3O1,3O1,"37.262699127197266, -120.96299743652344"
K3O3,small_airport,Purcell Municipal - Steven E. Shephard field,1143,NA,US,US-OK,Ida Grove,,,,3O3,"34.984501, -97.382797"
K3O4,small_airport,Sayre Municipal Airport,1937,NA,US,US-OK,Indiana,,,K3O4,3O4,"35.167598724365234, -99.65789794921875"
K3O9,small_airport,Grand Lake Regional Airport,792,NA,US,US-OK,Indianola,,NRI,3O9,3O9,"36.577598571777, -94.86190032959"
K3P3,small_airport,Mott Municipal Airport,2411,NA,US,US-ND,Independence,,,K3P3,3P3,"46.35969924926758, -102.322998046875"
K3R2,small_airport,Le Gros Memorial Airport,17,NA,US,US-LA,Pine Ridge,,,K3R2,3R2,"30.161603, -92.481744"
K3R4,small_airport,Hart Airport,319,NA,US,US-LA,Natchitoches,,,K3R4,3R4,"31.54490089, -93.4865036"
K3R7,small_airport,Jennings Airport,23,NA,US,US-LA,Iowa Falls,,,K3R7,3R7,"30.242700576782227, -92.67340087890625"
K3R9,small_airport,Lakeway Airpark,909,NA,US,US-TX,Bullhead City,,,K3R9,3R9,"30.3575, -97.994499"
K3RC,small_airport,Roscommon Conservation Airport,1156,NA,US,US-MI,Kingman,,,K3RC,3RC,"44.474998, -84.566704"
K3S4,small_airport,Illinois Valley Airport,1394,NA,US,US-OR,Chicago,,,3S4,3S4,"42.1036987305, -123.681999207"
K3S8,small_airport,Grants Pass Airport,1126,NA,US,US-OR,Independence,,GTP,,3S8,"42.510101, -123.388"
K3S9,small_airport,Condon State Pauling Field,2911,NA,US,US-OR,Washington,,,K3S9,3S9,"45.24660110473633, -120.16600036621094"
K3T3,small_airport,Boyceville Municipal Airport,967,NA,US,US-WI,North Windham,,,3T3,3T3,"45.043999, -92.020401"
K3T5,small_airport,Fayette Regional Air Center Airport,324,NA,US,US-TX,Jacksonville,,,,3T5,"29.908001, -96.949997"
K3TR,small_airport,Jerry Tyler Memorial Airport,750,NA,US,US-MI,Kingsville,,NLE,3TR,3TR,"41.835899353027, -86.225196838379"
K3U3,small_airport,Bowman Field,5034,NA,US,US-MT,Kankakee,,,K3U3,3U3,"46.153099, -112.867996"
K3U4,small_airport,Saint Labre Mission Airport,2909,NA,US,US-MT,Ankeny,,,K3U4,3U4,"45.606617, -106.27445"
K3U7,small_airport,Benchmark Airport,5434,NA,US,US-MT,Kilwa,,,,3U7,"47.480951, -112.870907"
K3U8,small_airport,Big Sandy Airport,2700,NA,US,US-MT,Killeen,,,K3U8,3U8,"48.163204, -110.115709"
K3V0,small_airport,Custer State Park Airport,3980,NA,US,US-SD,Wilmington,,,3V0,3V0,"43.724998, -103.349998"
K3W7,small_airport,Grand Coulee Dam Airport,1588,NA,US,US-WA,Wilmington,,GCD,3W7,3W7,"47.922000885, -119.083000183"
K3W8,small_airport,Eureka Municipal Airport,1935,NA,US,US-SD,Wilmington,,,K3W8,3W8,"45.800523, -99.643968"
K3Y2,small_airport,George L Scott Municipal Airport,1232,NA,US,US-IA,Imperial,,,K3Y2,3Y2,"42.98509979248047, -91.79060363769531"
K3Y3,small_airport,Winterset Madison County Airport,1110,NA,US,US-IA,Immokalee,,,3Y3,3Y3,"41.362801, -94.021103"
K40,seaplane_base,Anvik Seaplane Base,52,NA,US,US-AK,Madison,,,K40,K40,"62.65620040893555, -160.2050018310547"
K40G,small_airport,Valle Airport,5999,NA,US,US-AZ,Kingsford,,VLE,40G,40G,"35.65060043335, -112.14800262451"
K40J,small_airport,Perry-Foley Airport,44,NA,US,US-FL,Indianapolis,,FPY,KFPY,FPY,"30.0693, -83.580597"
K40U,small_airport,Manila Airport,6175,NA,US,US-UT,Inverness,,,K40U,40U,"40.98609924316406, -109.6780014038086"
K41F,small_airport,Floydada Municipal Airport,3187,NA,US,US-TX,Hillsboro,,,K41F,41F,"34.00230026, -101.3300018"
K41N,small_airport,Braceville Airport,900,NA,US,US-OH,Wink,,,,41N,"41.212023, -80.970183"
K41U,small_airport,Manti-Ephraim Airport,5500,NA,US,US-UT,International Falls,,NTJ,41U,41U,"39.32910156, -111.6149979"
K42A,small_airport,Melbourne Municipal John E Miller Field,735,NA,US,US-AR,Indian Springs,,,K42A,42A,"36.070999, -91.830101"
K42I,small_airport,Parr Airport,790,NA,US,US-OH,Winston Salem,,,K42I,42I,"40.00699996948242, -82.01239776611328"
K42J,small_airport,Keystone Heights Airport,196,NA,US,US-FL,Winslow,,,,42J,"29.8447, -82.047501"
K42M,small_airport,Thayer Memorial Airport,790,NA,US,US-MO,Mount Sterling,,,K42M,42M,"36.522301, -91.571999"
K42U,small_airport,Morgan County Airport,5020,NA,US,US-UT,Iowa City,,,K42U,42U,"41.1488, -111.766998"
K42V,small_airport,Jones Airport,3126,NA,US,US-NE,Lincolnton,,,42V,42V,"40.057999, -101.546997"
K43,small_airport,Unionville Municipal Airport,1046,NA,US,US-MO,Imperial,,,K43,K43,"40.540199, -93.025497"
K43A,small_airport,Montgomery County Airport,628,NA,US,US-NC,Williamsport,,,,43A,"35.384097, -79.790546"
K43B,small_airport,Deblois Flight Strip,217,NA,US,US-ME,Kirksville,,,K43B,43B,"44.726398, -67.9907"
K43D,small_airport,Odessa Municipal Airport,1737,NA,US,US-WA,Sturgis,,,K43D,43D,"47.347599029541016, -118.677001953125"
K44C,small_airport,Beloit Airport,817,NA,US,US-WI,Trenton,,,K44C,44C,"42.497799, -88.967598"
K44N,small_airport,Sky Acres Airport,698,NA,US,US-NY,Orlando,,,44N,44N,"41.707401, -73.737999"
K44U,small_airport,Salina Gunnison Airport,5159,NA,US,US-UT,Kinston,,SBO,44U,44U,"39.029098510699995, -111.837997437"
K45G,small_airport,Brighton Airport,973,NA,US,US-MI,Islip,,,K45G,45G,"42.569801, -83.778503"
K45K,small_airport,Minneapolis City County Airport,1245,NA,US,US-KS,Manistique,,,K45K,45K,"39.09469985961914, -97.72059631347656"
K45R,small_airport,Hawthorne Field,71,NA,US,US-TX,Wisconsin Rapids,,,K45R,45R,"30.336299896240234, -94.25749969482422"
K46D,small_airport,Carrington Municipal Airport,1607,NA,US,US-ND,Ithaca,,,K46D,46D,"47.451099, -99.1511"
K46U,small_airport,Alpine Airpark,5634,NA,US,US-WY,Burlington,,,46U,46U,"43.181876, -111.038657"
K47A,small_airport,Cherokee County Regional Airport,1219,NA,US,US-GA,Mesa,,,KCNI,CNI,"34.3106, -84.423897"
K47K,small_airport,Moundridge Municipal Airport,1489,NA,US,US-KS,Ironwood,,,K47K,47K,"38.20909881591797, -97.50270080566406"
K47N,small_airport,Central Jersey Regional Airport,86,NA,US,US-NJ,Wabash,,JVI,47N,47N,"40.5243988037, -74.59839630130001"
K47V,small_airport,Curtis Municipal Airport,2678,NA,US,US-NE,Wiscasset,,,47V,47V,"40.639987, -100.474547"
K48A,small_airport,Cochran Airport,377,NA,US,US-GA,Houston,,,K48A,48A,"32.3993988, -83.27590179"
K48D,small_airport,Clare Municipal Airport,857,NA,US,US-MI,Halifax,,,K48D,48D,"43.834499, -84.740196"
K48I,small_airport,Braxton County Airport,1276,NA,US,US-WV,New Century,,,K48I,48I,"38.68700027, -80.65180206"
K48K,small_airport,Ness City Municipal Airport,2308,NA,US,US-KS,Inyokern,,,48K,48K,"38.473324, -99.909324"
K48S,small_airport,Harlem Airport,2643,NA,US,US-MT,Santa Ynez,,,K48S,48S,"48.566101, -108.773003"
K49A,small_airport,Gilmer County Airport,1486,NA,US,US-GA,Fryeburg,,,K49A,49A,"34.627899169921875, -84.52490234375"
K49B,small_airport,Sturgis Municipal Airport,3243,NA,US,US-SD,Jackson,,,K49B,49B,"44.417999, -103.375"
K49R,small_airport,Real County Airport,1640,NA,US,US-TX,Jackson,,,K49R,49R,"29.745500564575195, -99.76090240478516"
K49X,small_airport,Chemehuevi Valley Airport,631,NA,US,US-CA,Jasper,,,K49X,49X,"34.528805, -114.431999"
K4A0,small_airport,Berry Hill Airport,770,NA,US,US-GA,Jacksboro,,,7GA7,7GA7,"33.535567, -84.179081"
K4A4,small_airport,Polk County Airport- Cornelius Moore Field,979,NA,US,US-GA,Jacksonville,,,4A4,4A4,"34.0187, -85.1465"
K4A5,small_airport,Searcy County Airport,963,NA,US,US-AR,Jonesboro,,,K4A5,4A5,"35.896999, -92.658997"
K4A6,small_airport,Scottsboro Municipal Word Field,650,NA,US,US-AL,West Chicago,,,K4A6,4A6,"34.688702, -86.005898"
K4A7,small_airport,Atlanta Speedway Airport,882,NA,US,US-GA,Mineola,,,KHMP,HMP,"33.389876, -84.331011"
K4A9,small_airport,Isbell Field,877,NA,US,US-AL,Jordan,,,K4A9,4A9,"34.473701, -85.721397"
K4B6,small_airport,Ticonderoga Municipal Airport,273,NA,US,US-NY,Jefferson City,,,K4B6,4B6,"43.8773, -73.413101"
K4B7,small_airport,Schroon Lake Airport,830,NA,US,US-NY,Jerome,,,,4B7,"43.857886, -73.740577"
K4B8,small_airport,Robertson Field,200,NA,US,US-CT,Jesup,,,K4B8,4B8,"41.690399169921875, -72.86479949951172"
K4C8,small_airport,Albia Municipal Airport,963,NA,US,US-IA,New York,,,K4C8,4C8,"40.996128, -92.765594"
K4D0,small_airport,Abrams Municipal Airport,842,NA,US,US-MI,Jasper,,,K4D0,4D0,"42.775202, -84.736378"
K4E7,small_airport,Ellendale Municipal Airport,1455,NA,US,US-ND,Cedar Bluff,,,4E7,4E7,"46.015978, -98.515319"
K4F2,small_airport,Panola County Sharpe Field,248,NA,US,US-TX,Williamsburg,,,,4F2,"32.176102, -94.298798"
K4F7,small_airport,Kizer Field,319,NA,US,US-AR,Jamestown,,,K4F7,4F7,"33.80390167236328, -93.36219787597656"
K4F8,small_airport,Stephens Ouachita County Airport,230,NA,US,US-AR,Gulf Shores,,,K4F8,4F8,"33.443403, -93.054242"
K4F9,small_airport,Lamoure Rott Municipal Airport,1310,NA,US,US-ND,Moorhead,,,K4F9,4F9,"46.347285, -98.281533"
K4G4,small_airport,Youngstown Elser Metro Airport,1070,NA,US,US-OH,Jackson,,,,4G4,"40.9618, -80.677299"
K4G5,small_airport,Monroe County Airport,1197,NA,US,US-OH,Joplin,,,K4G5,4G5,"39.778999, -81.102798"
K4G6,small_airport,Hornell Municipal Airport,1219,NA,US,US-NY,Mora,,,KHTF,HTF,"42.382139, -77.68211"
K4G8,small_airport,Columbia Airport,813,NA,US,US-OH,Jamestown,,,K4G8,4G8,"41.318802, -81.960197"
K4I3,small_airport,Knox County Airport,1191,NA,US,US-OH,Smithfield,,,K4I3,4I3,"40.328701, -82.523804"
K4I7,small_airport,Putnam County Airport,842,NA,US,US-IN,Joliet,,,KGPC,GPC,"39.632596, -86.813793"
K4I9,small_airport,Morrow County Airport,1085,NA,US,US-OH,Concord,,,K4I9,4I9,"40.524502, -82.850098"
K4J1,small_airport,Brantley County Airport,83,NA,US,US-GA,Stratford,,,K4J1,4J1,"31.207399368286133, -81.90579986572266"
K4J2,small_airport,Berrien County Airport,240,NA,US,US-GA,Jacksonville,,,4J2,4J2,"31.212601, -83.226303"
K4J5,small_airport,Quitman Brooks County Airport,185,NA,US,US-GA,Johnstown,,,,4J5,"30.805799, -83.586502"
K4J6,small_airport,St Marys Airport,23,NA,US,US-GA,Sallisaw,,,K4J6,4J6,"30.753, -81.5588"
K4J8,small_airport,Treutlen County Airport,345,NA,US,US-GA,Janesville,,,4J8,4J8,"32.387699, -82.563698"
K4K3,small_airport,Lexington Municipal Airport,691,NA,US,US-MO,Jeffersonville,,,MU97,MU97,"39.209998, -93.926854"
K4K6,small_airport,Bloomfield Municipal Airport,888,NA,US,US-IA,Watonga,,,K4K6,4K6,"40.732101, -92.428299"
K4M1,small_airport,Carroll County Airport,1205,NA,US,US-AR,Nashville,,,K4M1,4M1,"36.381302, -93.624603"
K4M2,small_airport,Booneville Municipal Airport,465,NA,US,US-AR,Midlothian/Waxahachie,,,,4M2,"35.149534, -93.863545"
K4M3,small_airport,Carlisle Municipal Airport,241,NA,US,US-AR,Blangpidie,,,K4M3,4M3,"34.808201, -91.712097"
K4M7,small_airport,Russellville Logan County Airport,689,NA,US,US-KY,Gilmer,,,K4M7,4M7,"36.79959, -86.810875"
K4M9,small_airport,Corning Municipal Airport,293,NA,US,US-AR,Jackson,,,4M9,4M9,"36.404202, -90.647903"
K4N1,small_airport,Greenwood Lake Airport,791,NA,US,US-NJ,St James,,,4N1,4N1,"41.128200531, -74.34670257570001"
K4O4,small_airport,McCurtain County Regional Airport,472,NA,US,US-OK,Sylvania,,,,4O4,"33.909401, -94.859398"
K4O5,small_airport,Cherokee Municipal Airport,1177,NA,US,US-OK,Hillsdale,,,,4O5,"36.787998, -98.358498"
K4P3,small_airport,Flandreau Municipal Airport,1645,NA,US,US-SD,Leesburg,,,,4P3,"44.003897, -96.593102"
K4R1,small_airport,I H Bass Jr Memorial Airport,310,NA,US,US-MS,York,,,K4R1,4R1,"31.015499114990234, -89.48259735107422"
K4R3,small_airport,Jackson Municipal Airport,62,NA,US,US-AL,Johns Island,,,K4R3,4R3,"31.470532, -87.895911"
K4R4,small_airport,H L Sonny Callahan Airport,91,NA,US,US-AL,Jasper,,,KCQF,CQF,"30.460501, -87.876999"
K4R5,small_airport,Major Gilbert Field Airport,649,NA,US,US-WI,Perryville,,,4R5,4R5,"46.7887, -90.758698"
K4R7,small_airport,Eunice Airport,42,NA,US,US-LA,Beardstown,,UCE,4R7,4R7,"30.466299057007, -92.423797607422"
K4R9,small_airport,Dauphin Island Airport,5,NA,US,US-AL,Piseco,,,K4R9,4R9,"30.2605, -88.127502"
K4S1,small_airport,Gold Beach Municipal Airport,20,NA,US,US-OR,Osage Beach,,GOL,K4S1,4S1,"42.41339874, -124.4240036"
K4S2,small_airport,Ken Jernstedt Airfield,631,NA,US,US-OR,Rome,,,K4S2,4S2,"45.67259979, -121.5360031"
K4S3,small_airport,Joseph State Airport,4121,NA,US,US-OR,Albany,,,KJSY,JSY,"45.3596000671, -117.253997803"
K4S9,small_airport,Portland Mulino Airport,260,NA,US,US-OR,Chavies,,,K4S9,4S9,"45.21630096435547, -122.58999633789062"
K4SD,small_airport,Reno-Stead Airport,5050,NA,US,US-NV,Debord,,,KRTS,RTS,"39.6674, -119.875999"
K4T2,small_airport,Kenneth Copeland Airport,688,NA,US,US-TX,Jamestown,,,K4T2,4T2,"32.977298736572266, -97.4884033203125"
K4U6,small_airport,Circle Town County Airport,2426,NA,US,US-MT,Wichita,,,K4U6,4U6,"47.41859817504883, -105.56199645996094"
K4U9,small_airport,Hyak Airbase,6007,NA,US,US-MT,Salem,,,4U9,4U9,"44.735699, -112.720001"
K4V0,small_airport,Rangely Airport,5275,NA,US,US-CO,Washington,,,K4V0,4V0,"40.094002, -108.763"
K4V1,small_airport,Spanish Peaks Airfield,6047,NA,US,US-CO,Beaver,,,K4V1,4V1,"37.696602, -104.783997"
K4V4,small_airport,Northwood Municipal Airpiort - Vince Field,1117,NA,US,US-ND,Texhoma,,,K4V4,4V4,"47.724876, -97.590115"
K4V9,small_airport,Antelope County Airport,1774,NA,US,US-NE,Medicine Lodge,,,4V9,4V9,"42.112202, -98.038696"
K4X4,small_airport,Wessington Springs Airport,1546,NA,US,US-SD,Monroe City,,,4X4,4X4,"44.061881, -98.532193"
K4Y4,small_airport,Lakes of the North Airport,1286,NA,US,US-MI,Tarkio,,,K4Y4,4Y4,"44.912498, -84.876404"
K50,small_airport,Cook Airfield,1345,NA,US,US-KS,Ashland,,,KK50,K50,"37.565399, -97.174587"
K50D,small_airport,Iron County Airport,1340,NA,US,US-MI,Atchison,,,K50D,50D,"46.009102, -88.273903"
K50F,small_airport,Bourland Field,873,NA,US,US-TX,Beloit,,,50F,50F,"32.581799, -97.590797"
K50I,small_airport,Kentland Municipal Airport,698,NA,US,US-IN,Portland,,KKT,K50I,50I,"40.758733, -87.429457"
K50R,small_airport,Lockhart Municipal Airport,532,NA,US,US-TX,Kindred,,,K50R,50R,"29.850299835205078, -97.67240142822266"
K51A,small_airport,Hawkinsville Pulaski County Airport,270,NA,US,US-GA,Osborne,,,K51A,51A,"32.283676, -83.438164"
K51D,small_airport,Edgeley Municipal Airport,1601,NA,US,US-ND,Freedom,,,51D,51D,"46.351198, -98.737165"
K51J,small_airport,Lake City Municipal Airport - CJ Evans Field,80,NA,US,US-SC,Jetmore,,,K51J,51J,"33.8536, -79.768097"
