client_city,client_country_code,server_city,server_country_code,distance
North Canton,US,Lorain,US,91.23123717169628
Northern Cambria,US,Washington,US,246.32480615160253
Northville,US,Lorain,US,153.96379366271483
Norwood,CA,Calgary,CA,283.0318155549536
Nova Olinda do Norte,BR,Bogota,CO,1918.0453768488817
Old Morago,AU,Melbourne,AU,271.6480391273217
Otsego,US,Minneapolis,US,43.57392315082199
Paisley,CA,Calgary,CA,265.31299995740807
Palikir,FM,Narita,JP,3678.023763892508
Paris Creek,AU,Melbourne,AU,621.9478115344212
Paso Robles,US,San Jose,US,212.87125094948183
Picton,AU,Perth,AU,154.38174481418147
Piermont,US,Charlestown,US,195.3977229161673
Pleasant View,US,Salt Lake City,US,61.06457002346076
Pontypool,CA,Toronto,CA,71.80524374468057
Port-Vila,VU,Auckland,NZ,2210.8536623041587
Portland,US,Washington,US,3786.246034659004
Preston Hollow,US,Washington,US,459.16802673811617
Redmond,US,Dallas,US,2696.3432460499207
Rensselaerville,US,Washington,US,468.97075274833065
Réunion,RE,Antananarivo,MG,858.0239793904722
Ridgewood,US,Washington,US,338.76047966497293
Rimersburg,US,Washington,US,318.4475846388809
Robbinsville,US,Washington,US,254.5985810742501
Rochester,US,Lorain,US,422.5966357447938
Rochester Mills,US,Washington,US,271.1933091970212
Rockleigh,AU,Melbourne,AU,611.4325343018759
Rokeby,AU,Melbourne,AU,601.9596741223252
Rome,US,Newark,US,1207.691019137175
Roscoe,US,St. Charles,US,422.8004399415445
Rosebrook,AU,Sydney,AU,139.74711286956148
Round Top,US,Dallas,US,302.5922027637104
Sailors Falls,AU,Melbourne,AU,88.3676796629061
Saint-Denis,RE,Antananarivo,MG,857.7041748958962
Saint John's,AG,Bogota,CO,1913.2198132085423
Salem,US,Salt Lake City,US,1015.7849979803404
San Jose,CR,Guatemala City,GT,872.268749481516
San José,CR,Guatemala City,GT,872.3026760818802
San Salvador,SV,Guatemala City,GT,176.76246176647632
Santa Cruz,EC,Guatemala City,GT,1678.4104391865324
São Gabriel da Cachoeira Municipality,BR,Bogota,CO,943.3482644065408
Sarajevo,BA,Podgorica,ME,171.72155583184406
Sayre,US,Dallas-Fort Worth,US,358.17270846906604
Schuylkill Haven,US,Dallas,US,2028.61248579137
Seaforth,AU,Sydney (Mascot),AU,9.231145560286809
Shelbourne,AU,Melbourne,AU,134.4406314752755
Shickshinny,US,Dallas,US,2049.689816107796
Shingle Springs,US,Newark,US,3969.012647821619
Shoreham,AU,Melbourne,AU,68.25248740061036
Smethport,US,Newark,US,377.7843086886437
Southwold,CA,Lorain,US,160.75219460873387
Spencerville,CA,Montreal,CA,172.64656357678706
Spokane,US,Seattle,US,367.50052766465166
Springdale,US,Newark,US,1810.9561265733828
Springton,CA,Moncton,CA,105.93496399263746
St. Thomas,CA,Lorain,US,169.73057157867288
Stewartstown,US,Montreal,CA,169.19234160959783
Stewiacke,CA,Moncton,CA,156.7027676362674
Stirling,CA,Calgary,CA,204.15939894461795
Stone Mountain,US,Atlanta,US,23.817091697310424
Stratford,CA,Moncton,CA,1317.28794635147
Sturgeon Bay,US,St. Charles,US,718.6516846789259
Sunbury,US,Dallas,US,1988.200070776526
Tarawa,KI,Honolulu,US,3857.895712887853
Tatamagouche,CA,Moncton,CA,124.26211577183446
Tegucigalpa,HN,Guatemala City,GT,361.8202638412677
Tempe,US,Phoenix,US,25.113435460196225
Thimphu,BT,Chennai,IN,1867.332897275401
Thomasville,US,Atlanta,US,461.4178320910894
Thrumster,AU,Sydney (Mascot),AU,307.79226015451684
Torrington,US,Washington,US,463.4891214435244
Towanda,US,Washington,US,1034.309023063886
Trenton,CA,Newark,US,468.0992043148353
Trout Run,US,Dallas,US,1988.291954821464
Tunkhannock,US,Dallas,US,2080.72286948572
Tyrone,US,Washington,US,222.25097020598136
Upper Coomera,AU,Sydney,AU,696.219318438699
Utterson,CA,Toronto,CA,163.2795840801917
Vernon,US,Dallas-Fort Worth,US,2198.9170660179107
Victoria,CA,Vancouver,CA,93.4213707663426
Wales,US,Winnipeg,CA,152.52159902176095
Wandiligong,AU,Melbourne,AU,210.07605244222685
Warburton,AU,Perth,AU,1226.1738872306069
Warren Center,US,Dallas,US,2079.1078783703333
Warrenton,US,Washington,US,70.96793856714062
Wauchope,AU,Sydney (Mascot),AU,303.5194764840361
West Decatur,US,Dallas,US,927.4581043550324
West Torrington,US,Washington,US,461.2961886687471
Westerlo,US,Washington,US,472.9635680546
Williamsport,US,Dallas,US,1983.732359672748
Winchester,US,Dallas,US,1815.5787550738453
Woodland,US,San Francisco Bay Area,US,117.78358208934851
Yandaran,AU,Sydney,AU,1019.45628968483
York Springs,US,Washington,US,122.89923226642176
San Jose,US,Sandusky,US,3375.307015133481
Salt Lake City,US,Sandusky,US,2444.405952120929
Seattle,US,Sandusky,US,3186.4936300249547
Regina,CA,Spokane,US,985.8113441203336
Minneapolis,US,Toronto,CA,1114.6911396213052
St. John's,CA,Toronto,CA,2103.41005158927
N'Djamena,TD,Tunis,TN,2779.251530328964
Niamey,NE,Tunis,TN,2702.5409192768966
Aden,YE,Tel Aviv,IL,2378.770380496774
Sao Paulo,BR,Santiago,CL,2585.625064606509
Lima region,PE,Sao Paulo,BR,3454.517672586253
Khartoum,SD,Doha,QA,2250.636163324872
Atlanta,US,Macomb,US,928.7423431430552
Toronto,CA,Reisterstown,US,521.6576893882108
Chicago,US,Macomb,US,293.56509449041897
Hobart,AU,Sydney,AU,1055.9930436875447
Stockholm,SE,Hamburg,DE,811.6643967410636
Vienna,AT,Sofia,BG,818.1913837147209
Atlanta,US,Reisterstown,US,927.920241242598
San Jose,US,Reisterstown,US,3901.258089527944
Chicago,US,Reisterstown,US,956.1731898024684
Muscat,OM,Mumbai,IN,1563.6526075338772
Phoenix,US,Salt Lake City,US,799.787692512973
San Jose,US,Prague,CZ,9418.597047556475
Kyiv,UA,Berlin,DE,1208.1604724740375
N'Djamena,TD,Athens,GR,2994.25424942322
Sao Paulo,BR,Bogota,CO,4318.657978795014
Melbourne,AU,Prague,CZ,15905.675142759785
Rio de Janeiro,BR,Bogota,CO,4538.875559483196
Lima region,PE,Bogota,CO,1887.258642455944
San Jose,US,Madrid,ES,9345.014183518577
Rome,IT,Paris,FR,1106.6473969684405
Dubai,AE,Mumbai,IN,1936.1362219291232
Melbourne,AU,Seattle,US,13167.25780594518
Melbourne,AU,Madrid,ES,17312.378969892383
Guatemala City,GT,Monterrey,MX,1593.828553163746
Athens,GR,Madrid,ES,2375.272531142553
San Jose,US,Stockholm,SE,8677.0603924501
Lagos,NG,Barcelona,ES,3871.189036996134
Pedra Azul,BR,Bogota,CO,4275.662261067811
Fortaleza,BR,Brussels,BE,7293.468264370982
Sao Paulo,BR,Buenos Aires,AR,1673.4141763802402
Chicago,US,St. Charles,US,414.5892461437448
Miami,US,Lorain,US,1746.1285427717528
Miami,US,St. Charles,US,1736.2559736145752
Ashburn,US,Lorain,US,482.21296860418914
Ashburn,US,Charlestown,US,656.8220506959594
Miami,US,Charlestown,US,2022.063841335071
Chicago,US,Charlestown,US,1374.1525235284837
Toronto,CA,Charlestown,US,693.4732728681727
Ashburn,US,St. Charles,US,1130.7113304452164
Dallas,US,Charlestown,US,2494.0072260155107
Vancouver,CA,Charlestown,US,4033.256385367808
Dallas,US,Lorain,US,1608.9477014842978
Melbourne,AU,Dublin,IE,17213.036167958948
Sao Paulo,BR,Florianopolis,BR,487.59792718115193
Asuncion,PY,Florianopolis,BR,941.4828025692168
Billings,US,Winnipeg,CA,966.2641301941636
Christchurch,NZ,Auckland,NZ,763.7038208375574
Seattle,US,Honolulu,US,4311.145983733172
N'Djamena,TD,Tel Aviv,IL,2995.7894859454377
Tokyo,JP,Honolulu,US,6209.822073193127
Aden,YE,Sofia,BG,3918.72428330498
San Jose,US,Sydney,AU,11953.180287182808
Lagos,NG,Athens,GR,4051.89943503732
Niamey,NE,Madrid,ES,3034.81180025837
Melbourne,AU,Stavanger,NO,16278.9688249441
Melbourne,AU,Paris,FR,16787.418147848133
Pago Pago,AS,Honolulu,US,4181.406474903778
Hagatna,GU,Manila,PH,2569.605443061273
Sofia,BG,Prague,CZ,1067.7287083467354
London,GB,Barcelona,ES,1139.136240271877
Stockholm,SE,Helsinki,FI,398.0036240582202
Manila,PH,Hong Kong Island,HK,1112.0332290905403
San Jose,US,Las Vegas,US,599.4025920122658
Sao Paulo,BR,Lima,PE,3455.2279694176013
Niamey,NE,Lisbon,PT,3004.1310912613285
Melbourne,AU,London,GB,16898.558283220817
Minneapolis,US,Los Angeles,US,2459.2697059767293
Vancouver,CA,Los Angeles,US,1725.0454721587478
Yenagoa,NG,Los Angeles,US,12789.878685126185
Toamasina,MG,Maputo,MZ,1936.1185673085288
Johannesburg,ZA,Maputo,MZ,454.4895976378349
Chicago,US,Lorain,US,460.4915300728269
Minneapolis,US,St. Charles,US,722.0582578042947
Guatemala City,GT,Miami,US,1635.70610889067
Billings,US,Miami,US,3357.6774077056302
Zagreb,HR,Milan,IT,530.3941358919375
Melbourne,AU,Milan,IT,16288.58990144148
Khartoum,SD,Nairobi,KE,1926.7123335173007
Aden,YE,Nairobi,KE,1802.966840865573
Kinshasa,CD,Nairobi,KE,2414.244468050821
N'Djamena,TD,Nairobi,KE,2826.3033030978563
Yangon,MM,New Delhi,IN,2340.617097074832
Yangon,MM,Omaha,US,13454.971388832822
Copenhagen,DK,Omaha,US,7340.694289327746
Rochester,US,Omaha,US,1533.7802735707455
Khartoum,SD,Omaha,US,11793.151227490234
Montreal,CA,Omaha,US,1875.63149962972
Rome,IT,Belgrade,RS,723.0724755405747
Zurich,CH,Berlin,DE,670.0492212126053
Los Angeles,US,Stockholm,SE,8900.73030877562
Milan,IT,Sofia,BG,1171.2016444106878
Stockholm,SE,Berlin,DE,811.290763471137
Madrid,ES,Vancouver,CA,8438.515717212802
Tarawa,KI,Sydney,AU,4516.834882569278
Toronto,CA,St. Charles,US,1081.88728065721
Bratislava,SK,Warsaw,PL,532.7403792901903
Minneapolis,US,Washington,US,1502.759402094125
San Jose,US,Washington,US,3896.29126793528
Minneapolis,US,Reisterstown,US,1486.559055727929
Toronto,CA,Macomb,US,1002.3042151329764
Athens,GR,Belgrade,RS,806.5556062162838
London,GB,Lorain,US,6062.701621278478
Melbourne,AU,Lorain,US,16004.489528271552
Melbourne,AU,Dallas,US,14483.670906364505
New York,US,St. Charles,US,1435.3394952367937
Chicago,US,Seoul,KR,10535.905918037332
Toamasina,MG,Johannesburg,ZA,2372.576211166745
Kyiv,UA,Helsinki,FI,1137.8482440701512
Toronto,CA,Washington,US,572.2271067306494
Seattle,US,Reisterstown,US,3731.439615377361
Rome,IT,London,GB,1435.5480498785248
Peterborough,CA,Moncton,CA,1081.888583234742
Brisbane,AU,Auckland,NZ,2291.650924292907
Honolulu,US,Tokyo,JP,6209.822073193127
Athens,GR,Prague,CZ,1535.124139252898
San Jose,US,Tokyo,JP,8356.585548097484
Sofia,BG,Mumbai,IN,5315.200600785351
Melbourne,AU,Miami,US,15590.972729698791
Vancouver,CA,Lorain,US,3278.1665788374294
Calgary,CA,St. Charles,US,2288.0121514964244
Melbourne,AU,Charlestown,US,16932.429950668502
Yangon,MM,Dallas,US,14348.035032720863
San Jose,US,Milan,IT,9612.035570535238
Kuala Lumpur,MY,Hong Kong Island,HK,2507.700855506128
San Jose,US,London,GB,8655.695780552438
Denver,US,Miami,US,2767.576470834688
Stone Mountain,US,Chicago,US,943.203995016
Stone Mountain,US,Dallas,US,1177.7712783543543
New York,US,Charlestown,US,303.35095844891663
Prague,CZ,Stavanger,NO,1135.4977474467014
Zagreb,HR,Prague,CZ,489.2391895194375
Fort Liberté,HT,Columbus,US,2492.266301228776
Auckland,NZ,Athens,GR,17467.95755383525
Prague,CZ,Hamburg,DE,491.0951955940423
San Jose,US,Paris,FR,8992.329318042955
Zagreb,HR,Sofia,BG,680.6578566965364
Melbourne,AU,Tokyo,JP,8155.450257167055
Apia,WS,Wellington,NZ,3311.2954927692526
Athens,GR,Stockholm,SE,2407.848717248507
Guatemala City,GT,Bogota,CO,2110.1409770946607
Port-au-Prince,HT,Bogota,CO,1541.6609523934142
Guatemala City,GT,Brussels,BE,9095.94897677186
Bogota,CO,Brussels,BE,8791.261538927958
Budapest,HU,Brussels,BE,1131.6282575680343
Phoenix,US,Lorain,US,2768.400707662451
Vancouver,CA,St. Charles,US,2830.621634025532
Paterson,US,Chicago,US,1134.81426723212
Bogota,CO,Chicago,US,4329.589974046031
San Jose,US,Dublin,IE,8213.25484191914
Zagreb,HR,Dallas,US,8992.346742947208
Montreal,CA,Dallas,US,2438.163885458657
Oslo,NO,Helsinki,FI,790.2692120968609
Pedra Azul,BR,Florianopolis,BR,1485.4609275107937
Auckland,NZ,Milan,IT,18476.116513781664
Brisbane,AU,Omaha,US,13654.71738270836
Kyiv,UA,Podgorica,ME,1238.7994511592688
Tokyo,JP,Portland,US,7808.789611575462
Miami,US,Seoul,KR,12440.82608735393
Kirkfield,CA,Montreal,CA,1837.1027805392216
Sofia,BG,Vancouver,CA,9304.692178829311
Toronto,CA,Marseille,FR,6523.74148964923
Minneapolis,US,Macomb,US,542.1216890419082
Dublin,IE,New Delhi,IN,7091.469695751425
Bogota,CO,Lima,PE,1883.481319505181
Athens,GR,London,GB,2395.0339336724246
Freetown,SL,London,GB,4919.284059118208
Billings,US,Los Angeles,US,1543.111940279636
Miami,US,Marseille,FR,7752.143598928037
Lima region,PE,London,GB,10165.07085962126
Antananarivo,MG,Cape Town,ZA,3327.9088084332507
Honolulu,US,Auckland,NZ,7052.926720710502
Sofia,BG,Lagos,NG,4468.678575610652
Niamey,NE,Portland,US,11446.03520226638
Salt Lake City,US,Macomb,US,1793.9371367588676
Stone Mountain,US,Macomb,US,938.1772726776754
Hagatna,GU,Osaka,JP,2528.126039582395
San Jose,US,Stavanger,NO,8292.664858587921
New York,US,Vancouver,CA,3920.213799163198
Stone Mountain,US,Washington,US,855.1570892806956
New York,US,Reisterstown,US,282.2354812759243
New York,US,Macomb,US,1416.673446578291
Miami,US,Moncton,CA,2642.14337941855
Caracas,VE,Lima,PE,2733.081908084053
Prague,CZ,London,GB,1036.0466162649725
Palikir - National Government Center,FM,Manila,PH,4148.577203067156
Warsaw,PL,Hamburg,DE,754.736782633302
Niamey,NE,Barcelona,ES,3088.4616299070017
Fort Liberté,HT,Macomb,US,2922.547888064349
Stone Mountain,US,Reisterstown,US,907.9995467841376
Minden,CA,Moncton,CA,1096.799766615785
Mumbai,IN,Omaha,US,13227.708235055004
Tegucigalpa,HN,Madrid,ES,8463.020117804006
Kyiv,UA,Prague,CZ,1146.448489219415
Denver,US,Reisterstown,US,2400.248040658587
Port-au-Prince,HT,Reisterstown,US,2357.783190316091
Milan,IT,Brussels,BE,697.7657348562852
Dallas,US,St. Charles,US,872.8864861013976
San Jose,US,Charlestown,US,4318.470330450144
San Jose,US,Salt Lake City,US,940.5942450512094
Minneapolis,US,Stockholm,SE,6863.608628871895
Yangon,MM,Seattle,US,11910.269992385214
Abakaliki,NG,Athens,GR,3845.2895129526814
Tokyo,JP,Stavanger,NO,8688.500791285767
Athens,GR,Chicago,US,8771.243005116903
Khartoum,SD,Dallas,US,12419.27120111775
Fortaleza,BR,Dublin,IE,7006.27030466394
London,GB,Los Angeles,US,8779.396248891984
New York,US,Lorain,US,698.8308247490996
San Jose,US,Macomb,US,2712.769274292033
Aden,YE,Mumbai,IN,3057.017634190067
Toronto,CA,Lorain,US,344.2608908478481
Denver,US,Charlestown,US,2837.8891782740448
Melbourne,AU,St. Charles,US,15245.879763275823
San Jose,US,Omaha,US,2259.890543287504
Vancouver,CA,Seoul,KR,8183.026043881103
Salt Lake City,US,Lorain,US,2487.3835959956573
Markham,CA,Vancouver,CA,3364.8815628277066
Basse-Terre,GP,Amsterdam,NL,7027.648964461536
Toronto,CA,Los Angeles,US,3512.838335069059
Buenos Aires,AR,Lima,PE,3129.861668515749
Sao Paulo,BR,Miami,US,6548.627839902089
Otsego,US,Omaha,US,486.5833044463968
Seattle,US,Monterrey,MX,3107.0789101783644
Tegucigalpa,HN,Stavanger,NO,8841.315148610714
Montevideo,UY,Santiago,CL,1342.4933432690375
Berlin,DE,Turin,IT,927.6380326957446
Zagreb,HR,Warsaw,PL,802.5327733297257
Georgetown,GY,Sydney,AU,15763.495584409431
Denver,US,Honolulu,US,5389.121725876884
Amsterdam,NL,Stavanger,NO,736.3756068537887
Tarawa,KI,Wellington,NZ,4723.983904226076
Warsaw,PL,London,GB,1453.0438442932702
Los Angeles,US,St. Charles,US,2543.1774115824896
Salt Lake City,US,St. Charles,US,1842.925828223683
Athens,GR,Hamburg,DE,2025.1825872363936
N'Djamena,TD,Paris,FR,4240.609155625199
Melbourne,AU,Charleston,US,15940.636752538834
Calgary,CA,New York,US,3274.154330479588
San Jose,US,Frankfurt,DE,9177.89778657276
Portland,US,Montreal,CA,3773.4628853485096
San Jose,US,Montreal,CA,4074.9795040301738
Bucharest,RO,Warsaw,PL,945.1281353467118
Aden,YE,Frankfurt,DE,5293.772447321832
Lilongwe,MW,New York,US,12499.977340336623
Asuncion,PY,Sao Paulo,BR,1132.7890150766314
Sandusky,US,Montreal,CA,865.5630101465847
Phoenix,US,Reisterstown,US,3205.1846222987024
Melbourne,AU,San Francisco Bay Area,US,12642.991434199374
Melbourne,AU,Frankfurt,DE,16315.658146231614
Melbourne,AU,Montreal,CA,16734.280173877487
Athens,GR,San Francisco Bay Area,US,10931.238915785583
Billings,US,San Francisco Bay Area,US,1455.05933722106
Denver,US,Sao Paulo,BR,9252.984664715645
Accra,GH,Toronto,CA,8715.75363603788
Denver,US,Frankfurt,DE,8129.854753349217
Brisbane,AU,Brisbane,AU,0.0
Dhaka,BD,Singapore,SG,2872.17865343064
Vienna,AT,Ferno (VA),IT,647.447511577676
Vienna,AT,Frankfurt am Main,DE,599.1476486749266
Brussels,BE,Frankfurt am Main,DE,317.98741980034583
Porto-Novo,BJ,Cape Town,ZA,4774.631581521959
Sao Paulo,BR,Buenos Aires (Ezeiza),AR,1678.236636056696
Sao Paulo,BR,Rio de Janeiro,BR,357.9388548053109
Thimphu,BT,Singapore,SG,3266.8153651729776
Yerevan,AM,Sofia,BG,1788.1969777062216
Vienna,AT,Amsterdam,NL,938.5294324295244
Regina,CA,Chicago,US,1614.3463303523629
Amsterdam,NL,Frankfurt,DE,365.06095915291326
Toronto,CA,Minneapolis,US,1114.6911396213052
Toronto,CA,Newark,US,544.4509058018735
Toronto,CA,Dulles,US,554.4649523754675
Quito,EC,Buenos Aires (Ezeiza),AR,4343.409569237531
Quito,EC,Santiago,CL,3767.819154932108
Quito,EC,Sao Paulo,BR,4303.667912750493
Quito,EC,Miami,US,2883.0122573376416
Tallinn,EE,Warsaw,PL,835.5228232010608
Helsinki,FI,Frankfurt am Main,DE,1517.9349007847543
Winnipeg,CA,Minneapolis,US,620.2460286604723
Halifax,CA,Newark,US,969.5306571552146
Kinshasa,CD,Johannesburg,ZA,2776.076326689968
Kinshasa,CD,Amsterdam,NL,6359.459768692092
Kinshasa,CD,Cape Town,ZA,3293.293743776695
Kinshasa,CD,Otopeni,RO,5518.472051501981
Kinshasa,CD,Rome,IT,5125.700317058664
Paris,FR,Amsterdam,NL,430.4435032204894
Paris,FR,Ferno (VA),IT,603.852182731334
Paris,FR,Frankfurt am Main,DE,479.22809459399167
Zurich,CH,Sofia,BG,1272.6979256705
Zurich,CH,Frankfurt am Main,DE,304.4597724925777
Marcory,CI,Lisbon,PT,3735.437141939363
Marcory,CI,Cape Town,ZA,4942.463830380263
Santiago,CL,Buenos Aires (Ezeiza),AR,1134.728605835542
Yaounde,CM,Cape Town,ZA,4245.478961417461
Yaounde,CM,Lisbon,PT,4389.539191734925
Yaounde,CM,"Paris (Roissy-en-France, Val-d'Oise)",FR,5061.737445007106
Stockholm,SE,Frankfurt,DE,1188.0246122518763
Zagreb,HR,Frankfurt,DE,724.0529700016808
Portland,US,New York,US,3940.4094405434384
Yaounde,CM,Johannesburg,ZA,3774.10467496786
Yaounde,CM,London,GB,5391.027139744686
Yaounde,CM,Barcelona,ES,4258.910068456996
Bogota,CO,Buenos Aires (Ezeiza),AR,4651.906996278495
Bogota,CO,Santiago,CL,4237.557601489675
Bogota,CO,Miami,US,2422.149975025248
Bogota,CO,Sao Paulo,BR,4318.657978795014
Prague,CZ,Frankfurt am Main,DE,410.544805031448
Accra,GH,Cape Town,ZA,4788.998976666658
Accra,GH,Johannesburg,ZA,4651.566324002849
Accra,GH,"Paris (Roissy-en-France, Val-d'Oise)",FR,4806.513412578624
Accra,GH,Barcelona,ES,3976.980604120194
Copenhagen,DK,Frankfurt am Main,DE,672.3151016287363
Monrovia,LR,New York,US,7300.777682284072
Nairobi,KE,Lisbon,PT,6453.43789010817
Guatemala City,GT,Jacksonville,US,1959.180344057433
Guatemala City,GT,San José (Alajuela),CR,872.5705443850499
Hagatna,GU,Singapore,SG,4706.90123010797
Georgetown,GY,Miami,US,3146.484412932359
Colombo,LK,Singapore,SG,2731.521321808403
Monrovia,LR,Johannesburg,ZA,5525.355154125032
Tegucigalpa,HN,San José (Alajuela),CR,573.8051817089774
Tegucigalpa,HN,Jacksonville,US,1884.2829288330347
Port-au-Prince,HT,Dulles,US,2316.773843027824
Tegucigalpa,HN,San Francisco Bay Area,US,4351.475405161715
Budapest,HU,Sofia,BG,630.7572881097603
Budapest,HU,Warsaw,PL,544.965603461941
Yangon,MM,Narita,JP,4833.361089192436
Ulan Bator,MN,Narita,JP,3052.252956672449
Saipan,MP,Singapore,SG,4856.580741101566
Valletta,MT,Sofia,BG,1069.9618777625578
Mexico City,MX,Querétaro,MX,183.8524026349781
Mexico City,MX,Phoenix,US,2026.3291896068624
Mexico City,MX,San José (Alajuela),CR,1930.4811330640305
Amman,JO,Palermo,IT,2163.763149064476
Maputo,MZ,Lisbon,PT,8369.472843181227
Niamey,NE,Cape Town,ZA,5527.390974231024
Niamey,NE,Johannesburg,ZA,5214.626938309885
Niamey,NE,"Paris (Roissy-en-France, Val-d'Oise)",FR,3919.063634095927
Lagos,NG,"Paris (Roissy-en-France, Val-d'Oise)",FR,4700.915590944882
Manila,PH,Narita,JP,3037.700186247202
Amsterdam,NL,Frankfurt am Main,DE,365.0519903819378
Oslo,NO,Frankfurt am Main,DE,1099.026074031117
Warsaw,PL,Frankfurt am Main,DE,892.706902192253
Kragujevac,RS,Sofia,BG,242.23289174116
Kigali,RW,Cape Town,ZA,3740.867252625385
Khartoum,SD,Sofia,BG,3129.392096575587
Khartoum,SD,Johannesburg,ZA,4650.584207188081
Stockholm,SE,Frankfurt am Main,DE,1188.0236849725131
Auckland,NZ,Salt Lake City,US,11385.345043251324
Ljubljana,SI,Ferno (VA),IT,449.2230931403189
Ljubljana,SI,Amsterdam,NL,990.75703026496
Freetown,SL,Cape Town,ZA,5762.105160464529
Panama,PA,Bogota,CO,765.6966608505062
Panama,PA,Miami,US,1862.1851958844447
Panama,PA,Buenos Aires (Ezeiza),AR,5312.152119186755
Panama,PA,Sao Paulo,BR,5075.554209929377
Panama,PA,Santiago,CL,4786.691876202347
Panama,PA,Lima,PE,2342.1648872037404
Lima,PE,Buenos Aires (Ezeiza),AR,3127.5461752850383
Juba,SS,Cape Town,ZA,4507.349370607288
San Salvador,SV,San José (Alajuela),CR,695.8081249731343
N'Djamena,TD,"Paris (Roissy-en-France, Val-d'Oise)",FR,4240.644943780386
N'Djamena,TD,Cape Town,ZA,5106.678063944335
Dili,TL,Sydney (Mascot),AU,3840.561474823659
Kyiv,UA,Vienna,AT,1056.5941856594934
Phoenix,US,San Diego,US,476.3646386076894
Phoenix,US,San Jose,US,977.2475482618402
Dallas,US,Memphis,US,678.846041033182
Atlanta,US,Jacksonville,US,460.4117483157943
Atlanta,US,Memphis,US,530.9121071682872
San Jose,US,"Paris (Roissy-en-France, Val-d'Oise)",FR,8992.260872457147
Denver,US,Kansas City,US,890.8532217260278
Atlanta,US,Nashville,US,343.40394516130425
Atlanta,US,Dulles,US,851.0285559040184
Atlanta,US,Duesseldorf,DE,7246.224754905314
Denver,US,Dallas-Fort Worth,US,1035.8282527285585
Atlanta,US,Phoenix,US,2558.2481353096537
Cleveland,US,Memphis,US,1011.496218084702
Cleveland,US,Nashville,US,736.7381942008051
Billings,US,Vancouver,CA,1159.0142898139054
Dallas,US,Kansas City,US,730.1378730820751
Salt Lake City,US,Frankfurt am Main,DE,8395.154175025844
Salt Lake City,US,Phoenix,US,799.787692512973
Ashburn,US,Newark,US,339.2819052865661
Caracas,VE,Santiago,CL,4876.4624330518645
Caracas,VE,Buenos Aires (Ezeiza),AR,5070.564184912327
Aden,YE,Frankfurt am Main,DE,5293.78158581345
Mamoudzou,YT,Cape Town,ZA,3583.390828187119
Paris,FR,"Marignane, Bouches-du-Rhône",FR,643.8065713100954
Zurich,CH,"Marignane, Bouches-du-Rhône",FR,511.1491874915616
Yaounde,CM,"Marignane, Bouches-du-Rhône",FR,4425.322710441908
Accra,GH,"Marignane, Bouches-du-Rhône",FR,4229.34706741395
Monrovia,LR,"Marignane, Bouches-du-Rhône",FR,4400.245993482559
Zagreb,HR,"Marignane, Bouches-du-Rhône",FR,894.0159131325586
Milan,IT,"Marignane, Bouches-du-Rhône",FR,389.9223985743952
Niamey,NE,"Marignane, Bouches-du-Rhône",FR,3327.5004630725075
Lagos,NG,"Marignane, Bouches-du-Rhône",FR,4099.077358500486
Muscat,OM,"Marignane, Bouches-du-Rhône",FR,5316.892342108306
Huntsville,US,Charleston,US,652.2888930030168
Nashville,US,Columbus,US,538.7385366778237
Damascus,SY,Athens,GR,1239.6310767317373
Almaty,KZ,New Delhi,IN,1623.1195211435331
Ramallah,PS,Athens,GR,1244.60084842815
Damascus,SY,Sofia,BG,1525.5664594181103
Podgorica,ME,Podgorica,ME,0.0
Kukes,AL,Podgorica,ME,103.1819120447792
Mingo Junction,US,Columbus,US,205.8075913346977
Las Vegas,US,Salt Lake City,US,582.1633254568155
Boise,US,Salt Lake City,US,473.6611100977984
Baghdad,IQ,Athens,GR,1934.8466302610768
Baghdad,IQ,Sofia,BG,2112.853799639312
Kathmandu,NP,New Delhi,IN,802.737871002173
Damascus,SY,Frankfurt,DE,2915.0982856126834
Downtown,IO,Chennai,IN,2413.512582539208
Nicosia,CY,Belgrade,RS,1533.3162035832588
Mata-Utu,WF,Auckland,NZ,2762.642107742741
Noumea,NC,Auckland,NZ,1804.8521080885928
Damascus,SY,Berlin,DE,2794.48983651862
Kralendijk,BQ,Bogota,CO,1041.233375150512
Willemstad,CW,Bogota,CO,994.4284825655898
Managua,NI,Bogota,CO,1571.8037779914748
Oranjestad,AW,Bogota,CO,970.9430041697732
The Valley,AI,Bogota,CO,1916.177430382959
Stanley,FK,Buenos Aires,AR,1899.8251066748724
Boise,US,Calgary,CA,844.1130662094882
Kansas City,US,Chicago,US,655.375501370847
Milwaukee,US,Chicago,US,138.20951633795423
Detroit,US,Chicago,US,383.91522820813015
Columbus,US,Chicago,US,446.14406555357766
Nashville,US,Chicago,US,633.84181495345
Indianapolis,US,Chicago,US,263.1537371726302
Louisville,US,Chicago,US,443.19053929808746
Des Moines,US,Chicago,US,493.8390896638566
Peoria,US,Chicago,US,201.5685180179477
Green Bay,US,Chicago,US,298.4550078308389
Little Rock,US,Dallas,US,461.2057108147321
New Orleans,US,Dallas,US,716.6516021727886
Jackson,US,Dallas,US,617.7454295742457
Oklahoma City,US,Dallas,US,304.5168103258821
Amarillo,US,Dallas,US,538.5242482326224
El Paso,US,Dallas,US,915.6209568422717
Wichita,US,Dallas,US,545.7222152526629
Albuquerque,US,Denver,US,540.0194400470981
Cheyenne,US,Denver,US,152.6352226452725
